adm1,adm2,adm3,hf,community,school_name
Kenema District,Kenema District Council,Gorama Mende Chiefdom,Ngiegboiye CHP,,
Kenema District,Kenema District Council,Gorama Mende Chiefdom,Njagbewema (Gorama Mende) MCHP,,
Kenema District,Kenema District Council,Gorama Mende Chiefdom,Punduru CHP,,
Kenema District,Kenema District Council,Gorama Mende Chiefdom,Tungie CHC,,
Kenema District,Kenema District Council,Kandu Leppiama Chiefdom,Baoma Oil Mill CHC,,
Kenema District,Kenema District Council,Kandu Leppiama Chiefdom,Diema MCHP,,
Kenema District,Kenema District Council,Kandu Leppiama Chiefdom,Gbado CHP,,
Kenema District,Kenema District Council,Kandu Leppiama Chiefdom,Levuma (Kandu Leppiama) CHC,,
Kenema District,Kenema District Council,Kandu Leppiama Chiefdom,Sembehun (Kandu Leppiama) MCHP,,
Kenema District,Kenema District Council,Koya (Kenema) Chiefdom,Baoma (Koya) CHC,,
Kenema District,Kenema District Council,Koya (Kenema) Chiefdom,Bongor (Koya) MCHP,,
Kenema District,Kenema District Council,Koya (Kenema) Chiefdom,Jui (Koya) CHP,,
Kenema District,Kenema District Council,Koya (Kenema) Chiefdom,Menima MCHP,,
Kenema District,Kenema District Council,Koya (Kenema) Chiefdom,Njaluahun (Koya) MCHP,,
Kenema District,Kenema District Council,Koya (Kenema) Chiefdom,Nyandehun (Koya) MCHP,,
Kenema District,Kenema District Council,Koya (Kenema) Chiefdom,Serabu (Koya) CHP,,
Kenema District,Kenema District Council,Langroma Chiefdom,Woyama MCHP,,
Kenema District,Kenema District Council,Langroma Chiefdom,Yabaima CHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Bomie MCHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Foindu (Lower Bambara) CHC,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Foindu (Lower Bambara) CHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Kamboma (Lower Bambara) CHC,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Kamboma (Lower Bambara) MCHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Komende Getewalu CHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Komende Luyema MCHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Konjo (Lower Bambara) CHC,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Konjo (Lower Bambara) MCHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Kornia Kpindema CHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Kpandebu (Lower Bambara) CHC,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Kpandebu (Lower Bambara) MCHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Kpetema (Lower Bambara) CHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Lowoma (Lower Bambara) CHC,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Ngiehun (Lower Bambara) CHC,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Njagbahun (Lower Bambara) MCHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Panguma CHC,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Panguma Hospital,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Pelewahun (Lower Bambara) MCHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Saama CHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Sandeyiema MCHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Sembiema MCHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Semewabu MCHP,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Tongo CHC,,
Kenema District,Kenema District Council,Lower Bambara Chiefdom,Wiema CHC,,
Kenema District,Kenema District Council,Malegohun Chiefdom,Bendu (Malegohun) CHC,,
Kenema District,Kenema District Council,Malegohun Chiefdom,Benduma (Malegohun) MCHP,,
Kenema District,Kenema District Council,Malegohun Chiefdom,Helegombu MCHP,,
Kenema District,Kenema District Council,Malegohun Chiefdom,Ngiehun Konjo CHP,,
Kenema District,Kenema District Council,Niawa Chiefdom,Bandawor MCHP,,
Kenema District,Kenema District Council,Niawa Chiefdom,Gandorhun (Niawa) CHP,,
Kenema District,Kenema District Council,Niawa Chiefdom,Sendumei CHC,,
Kenema District,Kenema District Council,Nomo Chiefdom,Baoma (Nomo) CHP,,
Kenema District,Kenema District Council,Nomo Chiefdom,Damabara MCHP,,
Kenema District,Kenema District Council,Nomo Chiefdom,Faama CHC,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Bambawo MCHP,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Hangah CHC,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Jormu (Nongowa) CHP,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Komende (Nongowa) MCHP,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Konabu MCHP,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Largo CHC,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Massahun MCHP,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Medicins Sans Frontiere Hospital,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Ngelehun (Nongowa) MCHP,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Niahun Buima MCHP,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Niekabu CHC,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Panderu MCHP,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Potehun MCHP,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Talia (Nongowa) CHC,,
Kenema District,Kenema District Council,Nongowa Chiefdom,Vaahun MCHP,,
Kenema District,Kenema District Council,Simbaru Chiefdom,Boajibu CHC,,
Kenema District,Kenema District Council,Simbaru Chiefdom,Gbageima MCHP,,
Kenema District,Kenema District Council,Small Bo Chiefdom,Blama CHC,,
Kenema District,Kenema District Council,Small Bo Chiefdom,Doujo CHP,,
Kenema District,Kenema District Council,Small Bo Chiefdom,Gelehun MCHP,,
Kenema District,Kenema District Council,Small Bo Chiefdom,London (Blama) MCHP,,
Kenema District,Kenema District Council,Small Bo Chiefdom,Nyangbe-Bo MCHP,,
Kenema District,Kenema District Council,Small Bo Chiefdom,Sarabu CHP,,
Kenema District,Kenema District Council,Small Bo Chiefdom,Tobanda CHC,,
Kenema District,Kenema District Council,Tunkia Chiefdom,Belebu CHP,,
Kenema District,Kenema District Council,Tunkia Chiefdom,Fayiema CHP,,
Kenema District,Kenema District Council,Tunkia Chiefdom,Gbeworbu CHP,,
Kenema District,Kenema District Council,Tunkia Chiefdom,Gegbwema CHC,,
Kenema District,Kenema District Council,Tunkia Chiefdom,Gorahun CHC,,
Kenema District,Kenema District Council,Tunkia Chiefdom,Jao (Tunkia) CHP,,
Kenema District,Kenema District Council,Tunkia Chiefdom,Mano Ngiebla CHP,,
Kenema District,Kenema District Council,Tunkia Chiefdom,Ngiewahun CHP,,
Kenema District,Kenema District Council,Tunkia Chiefdom,Nyiemiga MCHP,,
Kenema District,Kenema District Council,Tunkia Chiefdom,Shenge MCHP,,
Kenema District,Kenema District Council,Wandor Chiefdom,Baama CHC,,
Kenema District,Kenema District Council,Wandor Chiefdom,Bambara MCHP,,
Kenema District,Kenema District Council,Wandor Chiefdom,Faala CHP,,
Kenema District,Kenema District Council,Wandor Chiefdom,Gendema MCHP,,
Kenema District,Kenema District Council,Wandor Chiefdom,Kamboma (Wandor) MCHP,,
Koinadugu District,Koinadugu District Council,Diang Chiefdom,Badala MCHP,,
Koinadugu District,Koinadugu District Council,Diang Chiefdom,Dalakuru CHP,,
Koinadugu District,Koinadugu District Council,Diang Chiefdom,Diang Kamaron MCHP,,
Koinadugu District,Koinadugu District Council,Diang Chiefdom,Diang Sokurala MCHP,,
Koinadugu District,Koinadugu District Council,Diang Chiefdom,Foria CHP,,
Koinadugu District,Koinadugu District Council,Diang Chiefdom,Kania (Diang) CHP,,
Koinadugu District,Koinadugu District Council,Diang Chiefdom,Kondembaia CHC,,
Koinadugu District,Koinadugu District Council,Diang Chiefdom,Lengekoro CHP,,
Koinadugu District,Koinadugu District Council,Diang Chiefdom,Nyawulia MCHP,,
Koinadugu District,Koinadugu District Council,Diang Chiefdom,Solia MCHP,,
Koinadugu District,Koinadugu District Council,Diang Chiefdom,Waia MCHP,,
Koinadugu District,Koinadugu District Council,Diang Chiefdom,Yara CHP,,
Koinadugu District,Koinadugu District Council,Diang Chiefdom,Yiben MCHP,,
Koinadugu District,Koinadugu District Council,Gbonkorbor Kayaka Chiefdom,Kakarima MCHP,,
Koinadugu District,Koinadugu District Council,Gbonkorbor Kayaka Chiefdom,Kasassie CHP,,
Koinadugu District,Koinadugu District Council,Gbonkorbor Kayaka Chiefdom,Madina Gbonkorbor CHP,,
Koinadugu District,Koinadugu District Council,Gbonkorbor Kayaka Chiefdom,Sawuria CHP,,
Koinadugu District,Koinadugu District Council,Kallian Chiefdom,Alkalia CHP,,
Koinadugu District,Koinadugu District Council,Kallian Chiefdom,Kandeya MCHP,,
Koinadugu District,Koinadugu District Council,Kallian Chiefdom,Kumala CHP,,
Koinadugu District,Koinadugu District Council,Kallian Chiefdom,Sesawulia MCHP,,
Koinadugu District,Koinadugu District Council,Kallian Chiefdom,Tukolie CHP,,
Koinadugu District,Koinadugu District Council,Kallian Chiefdom,Worombalia MCHP,,
Koinadugu District,Koinadugu District Council,Kamukeh Chiefdom,Kambalia MCHP,,
Koinadugu District,Koinadugu District Council,Kamukeh Chiefdom,Kambia MCHP,,
Koinadugu District,Koinadugu District Council,Kamukeh Chiefdom,Mandia MCHP,,
Koinadugu District,Koinadugu District Council,Kamukeh Chiefdom,Thellia CHP,,
Koinadugu District,Koinadugu District Council,Kasunko Kakellay Chiefdom,Fadugu CHC,,
Koinadugu District,Koinadugu District Council,Kasunko Kakellay Chiefdom,Kagbasia MCHP,,
Koinadugu District,Koinadugu District Council,Kasunko Kakellay Chiefdom,Kassasie Kakeleh MCHP,,
Koinadugu District,Koinadugu District Council,Kasunko Kakellay Chiefdom,Madina Kamandie MCHP,,
Koinadugu District,Koinadugu District Council,Kasunko Kakellay Chiefdom,Sawuria CHP,,
Koinadugu District,Koinadugu District Council,Nieni Chiefdom,Fankoya CHP,,
Koinadugu District,Koinadugu District Council,Nieni Chiefdom,Kaya MCHP,,
Koinadugu District,Koinadugu District Council,Nieni Chiefdom,Krutor CHP,,
Koinadugu District,Koinadugu District Council,Nieni Chiefdom,Mangae MCHP,,
Koinadugu District,Koinadugu District Council,Nieni Chiefdom,Safinia MCHP,,
Koinadugu District,Koinadugu District Council,Nieni Chiefdom,Sumbaria CHP,,
Koinadugu District,Koinadugu District Council,Nieni Chiefdom,Yiffin CHC,,
Koinadugu District,Koinadugu District Council,Sengbeh Chiefdom,Arab (Sengbeh) Clinic,,
Koinadugu District,Koinadugu District Council,Sengbeh Chiefdom,Bambukoro CHP,,
Koinadugu District,Koinadugu District Council,Sengbeh Chiefdom,Bambukura MCHP,,
Koinadugu District,Koinadugu District Council,Sengbeh Chiefdom,Gbenikoro MCHP,,
Koinadugu District,Koinadugu District Council,Sengbeh Chiefdom,Koinadugu 2 CHC,,
Koinadugu District,Koinadugu District Council,Sengbeh Chiefdom,Kondeya (Sengbeh) MCHP,,
Koinadugu District,Koinadugu District Council,Sengbeh Chiefdom,Momorimaria MCHP,,
Koinadugu District,Koinadugu District Council,Sengbeh Chiefdom,Nasarah Clinic,,
Koinadugu District,Koinadugu District Council,Sengbeh Chiefdom,Red Cross (Sengbeh) Clinic,,
Koinadugu District,Koinadugu District Council,Thamiso Chiefdom,Kamathoi MCHP,,
Koinadugu District,Koinadugu District Council,Thamiso Chiefdom,Karasa MCHP,,
Koinadugu District,Koinadugu District Council,Thamiso Chiefdom,Kasanikoro CHP,,
Koinadugu District,Koinadugu District Council,Wara Wara Bafodia Chiefdom,Bafodia CHC,,
Koinadugu District,Koinadugu District Council,Wara Wara Bafodia Chiefdom,Kadanso MCHP,,
Koinadugu District,Koinadugu District Council,Wara Wara Bafodia Chiefdom,Kakoya MCHP,,
Koinadugu District,Koinadugu District Council,Wara Wara Bafodia Chiefdom,Karpakie MCHP,,
Koinadugu District,Koinadugu District Council,Wara Wara Bafodia Chiefdom,Sakuta MCHP,,
Koinadugu District,Koinadugu District Council,Wara Wara Bafodia Chiefdom,Samamaia MCHP,,
Koinadugu District,Koinadugu District Council,Wara Wara Yagala Chiefdom,Arab (Wara Wara Yagala) Clinic,,
Koinadugu District,Koinadugu District Council,Wara Wara Yagala Chiefdom,Heremakono CHP,,
Koinadugu District,Koinadugu District Council,Wara Wara Yagala Chiefdom,Kabala Government Hospital,,
Koinadugu District,Koinadugu District Council,Wara Wara Yagala Chiefdom,Kabala Static CHC,,
Koinadugu District,Koinadugu District Council,Wara Wara Yagala Chiefdom,Kayako MCHP,,
Koinadugu District,Koinadugu District Council,Wara Wara Yagala Chiefdom,Konkoba MCHP,,
Koinadugu District,Koinadugu District Council,Wara Wara Yagala Chiefdom,Mamudia Koro MCHP,,
Koinadugu District,Koinadugu District Council,Wara Wara Yagala Chiefdom,Marie Stopes (Kabala) Clinic,,
Koinadugu District,Koinadugu District Council,Wara Wara Yagala Chiefdom,Sarakoh MCHP,,
Koinadugu District,Koinadugu District Council,Wara Wara Yagala Chiefdom,Senekedugu CHP,,
Koinadugu District,Koinadugu District Council,Wara Wara Yagala Chiefdom,Wara Wara Faith Clinic,,
Koinadugu District,Koinadugu District Council,Wara Wara Yagala Chiefdom,Yataya CHP,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Adama Martha Memorial CHC,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Arabic Clinic,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Dabundeh Clinic,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Egyptian (Koidu) Clinic,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Gbongonlekeh Clinic,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Gbongonleken Clinic,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Hussein Mackie Memorial Hospital,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,In God Be Truth Clinic,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Joanna Enterprise Clinic,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Kamadu CHP,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Kensay CHP,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Kimbadu CHC,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Kissi Bona CHP,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Koakoyima CHC,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Koeyor CHP,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Koidu Government Hospital,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Koidu Static CHC,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Koidu Static CHP,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Marie Stopes (Koidu) Clinic,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Obama Clinic,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Paul Sorie Farma's Hospital,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Pessima Clinic,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Simbakoro MCHP,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,Small Sefadu CHP,,
Kono District,Koidu New Sembehun City Council,Koidu New Sembehun City,White House Clinic,,
Kono District,Kono District Council,Fiama Chiefdom,Bandasuma (Fiama) CHP,,
Kono District,Kono District Council,Fiama Chiefdom,Bombordu CHP,,
Kono District,Kono District Council,Fiama Chiefdom,Gbetema (Fiama) MCHP,,
Kono District,Kono District Council,Fiama Chiefdom,Njagbwema (Fiama) CHC,,
Kono District,Kono District Council,Fiama Chiefdom,Yekior MCHP,,
Kono District,Kono District Council,Gbane Chiefdom,Bandama (Gbane) MCHP,,
Kono District,Kono District Council,Gbane Chiefdom,Fembedu CHP,,
Kono District,Kono District Council,Gbane Chiefdom,Foindu (Gbane) CHP,,
Kono District,Kono District Council,Gbane Chiefdom,Gandorhun (Gbane) CHC,,
Kono District,Kono District Council,Gbane Chiefdom,Kanekor MCHP,,
Kono District,Kono District Council,Gbane Chiefdom,Kuangor MCHP,,
Kono District,Kono District Council,Gbane Chiefdom,Mbaoma (Gbane) CHP,,
Kono District,Kono District Council,Gbane Chiefdom,Sunga MCHP,,
Kono District,Kono District Council,Gbane Kandor Chiefdom,Koardu CHC,,
Kono District,Kono District Council,Gbane Kandor Chiefdom,Sindadu MCHP,,
Kono District,Kono District Council,Gbense Chiefdom,Boroma CHP,,
Kono District,Kono District Council,Gbense Chiefdom,Gbangadu MCHP,,
Kono District,Kono District Council,Gbense Chiefdom,Koakor MCHP,,
Kono District,Kono District Council,Gbense Chiefdom,Musa and Family CHC,,
Kono District,Kono District Council,Gbense Chiefdom,Quidadu MCHP,,
Kono District,Kono District Council,Gbense Chiefdom,Small Sefadu CHP,,
Kono District,Kono District Council,Gbense Chiefdom,Well Body Clinic,,
Kono District,Kono District Council,Gorama Kono Chiefdom,Bunabu CHP,,
Kono District,Kono District Council,Gorama Kono Chiefdom,Kangama (Gorama Kono) CHC,,
Kono District,Kono District Council,Gorama Kono Chiefdom,Njagbwema (Gorama Kono) CHP,,
Kono District,Kono District Council,Gorama Kono Chiefdom,Torkpumbu MCHP,,
Kono District,Kono District Council,Kamara Chiefdom,Peyima CHP,,
Kono District,Kono District Council,Kamara Chiefdom,Samiquidu MCHP,,
Kono District,Kono District Council,Kamara Chiefdom,Sukudu (Kamara) CHP,,
Kono District,Kono District Council,Kamara Chiefdom,Tombodu CHC,,
Kono District,Kono District Council,Lei Chiefdom,Foakor MCHP,,
Kono District,Kono District Council,Lei Chiefdom,Gbongongor MCHP,,
Kono District,Kono District Council,Lei Chiefdom,Kenewa MCHP,,
Kono District,Kono District Council,Lei Chiefdom,Koima (Lei) MCHP,,
Kono District,Kono District Council,Lei Chiefdom,Komba Yendeh CHC,,
Kono District,Kono District Council,Lei Chiefdom,Kongoifeh CHP,,
Kono District,Kono District Council,Lei Chiefdom,Kulunbaya CHP,,
Kono District,Kono District Council,Lei Chiefdom,Kunundu MCHP,,
Kono District,Kono District Council,Lei Chiefdom,Saiama (Lei) CHP,,
Kono District,Kono District Council,Mafindor Chiefdom,Kamiendor CHC,,
Kono District,Kono District Council,Mafindor Chiefdom,Kamiendor MCHP,,
Kono District,Kono District Council,Mafindor Chiefdom,Koindu-Kuteh MCHP,,
Kono District,Kono District Council,Mafindor Chiefdom,Sambaya (Mafindor) CHP,,
Kono District,Kono District Council,Nimikoro Chiefdom,Aiah Mass Clinic,,
Kono District,Kono District Council,Nimikoro Chiefdom,Ashley Clinic,,
Kono District,Kono District Council,Nimikoro Chiefdom,Bumpeh (Nimikoro) CHC,,
Kono District,Kono District Council,Nimikoro Chiefdom,Bumpeh (Nimikoro) CHP,,
Kono District,Kono District Council,Nimikoro Chiefdom,Gondama (Nimikoro) MCHP,,
Kono District,Kono District Council,Nimikoro Chiefdom,Jaiama CHC,,
Kono District,Kono District Council,Nimikoro Chiefdom,Mansundu (Nimikoro) MCHP,,
Kono District,Kono District Council,Nimikoro Chiefdom,Motema CHC,,
Kono District,Kono District Council,Nimikoro Chiefdom,Ngaiya MCHP,,
Kono District,Kono District Council,Nimikoro Chiefdom,Njagbwema (Nimikoro) CHC,,
Kono District,Kono District Council,Nimikoro Chiefdom,Njagbwema (Nimikoro) CHP,,
Kono District,Kono District Council,Nimikoro Chiefdom,Njala (Nimikoro) CHC,,
Kono District,Kono District Council,Nimikoro Chiefdom,Seidu MCHP,,
Kono District,Kono District Council,Nimikoro Chiefdom,Senjekoro MCHP,,
Kono District,Kono District Council,Nimikoro Chiefdom,Tongorma MCHP,,
Kono District,Kono District Council,Nimikoro Chiefdom,United Methodist Church Jaiama Clinic,,
Kono District,Kono District Council,Nimikoro Chiefdom,Yengema (Nimikoro) CHC,,
Kono District,Kono District Council,Nimiyama Chiefdom,Condama CHP,,
Kono District,Kono District Council,Nimiyama Chiefdom,Jaiama Sewafe CHC,,
Kono District,Kono District Council,Nimiyama Chiefdom,Massabendu MCHP,,
Kono District,Kono District Council,Nimiyama Chiefdom,Ngo Town CHP,,
Kono District,Kono District Council,Nimiyama Chiefdom,Peya MCHP,,
Kono District,Kono District Council,Nimiyama Chiefdom,Sandia (Nimiyama) MCHP,,
Kono District,Kono District Council,Nimiyama Chiefdom,Walihun (Nimiyama) MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Bangambaya CHP,,
Kono District,Kono District Council,Sandor Chiefdom,Dunamor CHP,,
Kono District,Kono District Council,Sandor Chiefdom,Fabandu MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Fanema MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Fensedu MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Gbambiadu MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Gbeya MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Kayima CHC,,
Kono District,Kono District Council,Sandor Chiefdom,Kochero MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Koima (Sandor) MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Kondeya (Sandor) MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Mansundu (Sandor) MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Samandu MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Seidu Sandor MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Taiya MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Tefeya CHC,,
Kono District,Kono District Council,Sandor Chiefdom,Tefeya CHP,,
Kono District,Kono District Council,Sandor Chiefdom,Wordu CHP,,
Kono District,Kono District Council,Sandor Chiefdom,Yardu CHC,,
Kono District,Kono District Council,Sandor Chiefdom,Yardu MCHP,,
Kono District,Kono District Council,Sandor Chiefdom,Yengema Sandor CHP,,
Kono District,Kono District Council,Sandor Chiefdom,Yormandu CHC,,
Kono District,Kono District Council,Soa Chiefdom,Bandasuma (Soa) MCHP,,
Kono District,Kono District Council,Soa Chiefdom,Feuror MCHP,,
Kono District,Kono District Council,Soa Chiefdom,Foindu Mongor CHP,,
Kono District,Kono District Council,Soa Chiefdom,Gbamandu MCHP,,
Kono District,Kono District Council,Soa Chiefdom,Kainkordu CHC,,
Kono District,Kono District Council,Soa Chiefdom,Kainkordu CHP,,
Kono District,Kono District Council,Soa Chiefdom,Kamindu MCHP,,
Kono District,Kono District Council,Soa Chiefdom,Manjama CHC,,
Kono District,Kono District Council,Soa Chiefdom,Manjama MCHP,,
Kono District,Kono District Council,Soa Chiefdom,Semendu MCHP,,
Kono District,Kono District Council,Soa Chiefdom,Sukudu (Soa) MCHP,,
Kono District,Kono District Council,Tankoro Chiefdom,Adama Marth Memorial CHC,,
Kono District,Kono District Council,Tankoro Chiefdom,Baiama CHC,,
Kono District,Kono District Council,Tankoro Chiefdom,Kensay CHP,,
Kono District,Kono District Council,Tankoro Chiefdom,Kimbadu CHC,,
Kono District,Kono District Council,Tankoro Chiefdom,Kissi Bona CHP,,
Kono District,Kono District Council,Tankoro Chiefdom,Koakoyima CHC,,
Kono District,Kono District Council,Tankoro Chiefdom,Koyadu CHC,,
Kono District,Kono District Council,Tankoro Chiefdom,Tongoro MCHP,,
Kono District,Kono District Council,Tankoro Chiefdom,White House Clinic,,
Kono District,Kono District Council,Tankoro Chiefdom,Woama CHP,,
Kono District,Kono District Council,Toli Chiefdom,Kondewakoro MCHP,,
Kono District,Kono District Council,Toli Chiefdom,Kpetema (Toli) MCHP,,
Moyamba District,Moyamba District Council,Bagruwa Chiefdom,Benkeh MCHP,,
Moyamba District,Moyamba District Council,Bagruwa Chiefdom,Kawaya CHP,,
Moyamba District,Moyamba District Council,Bagruwa Chiefdom,Mokassie CHP,,
Moyamba District,Moyamba District Council,Bagruwa Chiefdom,Mosenegor MCHP,,
Moyamba District,Moyamba District Council,Bagruwa Chiefdom,Ngiebu CHC,,
Moyamba District,Moyamba District Council,Bagruwa Chiefdom,Sembehun (Bagruwa) CHC,,
Moyamba District,Moyamba District Council,Bagruwa Chiefdom,Sembehunwo MCHP,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,Belletin CHP,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,Bumpeh River CHP,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,Mende Town MCHP,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,Moforay MCHP,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,Mokaiyegbeh MCHP,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,Mosella CHP,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,Motorbong MCHP,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,Moyeamoh CHP,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,Rotifunk CHC,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,Sahun (Bumpeh) MCHP,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,Samu CHP,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,Seweima MCHP,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,UMC Rotifunk Hospital,,
Moyamba District,Moyamba District Council,Bumpeh Chiefdom,Yenkessa MCHP,,
Moyamba District,Moyamba District Council,Dasse Chiefdom,Bambuibu Tommy MCHP,,
Moyamba District,Moyamba District Council,Dasse Chiefdom,Hope Rising CHP,,
Moyamba District,Moyamba District Council,Dasse Chiefdom,Kabaima MCHP,,
Moyamba District,Moyamba District Council,Dasse Chiefdom,Kenema Gbandoma MCHP,,
Moyamba District,Moyamba District Council,Dasse Chiefdom,Laugh Out Loud Clinic,,
Moyamba District,Moyamba District Council,Dasse Chiefdom,Laught Out Loud Clinic,,
Moyamba District,Moyamba District Council,Dasse Chiefdom,Mano (Dasse) CHC,,
Moyamba District,Moyamba District Council,Dasse Chiefdom,Mogbaske CHP,,
Moyamba District,Moyamba District Council,Dasse Chiefdom,Taninihun Kapuima MCHP,,
Moyamba District,Moyamba District Council,Fakunya Chiefdom,Falaba MCHP,,
Moyamba District,Moyamba District Council,Fakunya Chiefdom,Gandorhun (Fakunya) CHC,,
Moyamba District,Moyamba District Council,Fakunya Chiefdom,Mokalley MCHP,,
Moyamba District,Moyamba District Council,Fakunya Chiefdom,Mokorewa MCHP,,
Moyamba District,Moyamba District Council,Fakunya Chiefdom,Moyamba Junction CHC,,
Moyamba District,Moyamba District Council,Fakunya Chiefdom,Moyollo MCHP,,
Moyamba District,Moyamba District Council,Fakunya Chiefdom,Njagbahun (Fakunya) MCHP,,
Moyamba District,Moyamba District Council,Fakunya Chiefdom,Rotawa CHP,,
Moyamba District,Moyamba District Council,Kaiyamba Chiefdom,Gbonjeima MCHP,,
Moyamba District,Moyamba District Council,Kaiyamba Chiefdom,Kangahun CHC,,
Moyamba District,Moyamba District Council,Kaiyamba Chiefdom,Komende (Kaiyamba) MCHP,,
Moyamba District,Moyamba District Council,Kaiyamba Chiefdom,Korgbotuma MCHP,,
Moyamba District,Moyamba District Council,Kaiyamba Chiefdom,Levuma (Kaiyamba) MCHP,,
Moyamba District,Moyamba District Council,Kaiyamba Chiefdom,Moyamba Government Hospital,,
